EntityKey,ATF_ID,RowType,Company,CompanyNorm,ObservedName,VendorName,CompareKey
E-001304,ATF-01304,ATF,FJ,JF,Galactic Pink Drink,,jf|galacticpinkdrink
E-001305,ATF-01305,ATF,FJ,JF,Holy RY4,,jf|holyry4
E-001306,ATF-01306,ATF,FJ,JF,Hot Glazed Donut,,jf|hotglazeddonut
E-001307,ATF-01307,ATF,FJ,JF,Island Nectar,,jf|islandnectar
E-001308,ATF-01308,ATF,FJ,JF,Mango Mafia,,jf|mangomafia
E-001309,ATF-01309,ATF,FJ,JF,Omega Chocolate,,jf|omegachocolate
E-001310,ATF-01310,ATF,FJ,JF,Peaches & Cream,,jf|peachescream
E-001311,ATF-01311,ATF,FJ,JF,Pineapple Passion,,jf|pineapplepassion
E-001312,ATF-01312,ATF,FJ,JF,RY4-Ever,,jf|ry4ever
E-001313,ATF-01313,ATF,FJ,JF,Space Monkey,,jf|spacemonkey
E-001314,ATF-01314,ATF,FJ,JF,Strawberry Cheesecake,,jf|strawberrycheesecake
E-001315,ATF-01315,ATF,FJ,JF,Strawberry Milky,,jf|strawberrymilky
E-001316,ATF-01316,ATF,FJ,JF,Ultimate Banana Tutti Frutti,,jf|ultimatebananatuttifrutti
E-001316,ATF-01316,Major Vendor,JF,JF,Ultimate Banana Tutti Frutti,Nomz,jf|ultimatebananatuttifrutti
E-001317,ATF-01317,ATF,FJ,JF,Ultimate Birthday Cake,,jf|ultimatebirthdaycake
E-001317,ATF-01317,Major Vendor,JF,JF,Ultimate Birthday Cake,Nomz,jf|ultimatebirthdaycake
E-001318,ATF-01318,ATF,FJ,JF,Ultimate Biscuit,,jf|ultimatebiscuit
E-001318,ATF-01318,Major Vendor,JF,JF,Ultimate Biscuit,Nomz,jf|ultimatebiscuit
E-001319,ATF-01319,ATF,FJ,JF,Ultimate Blue Raspberry,,jf|ultimateblueraspberry
E-001319,ATF-01319,Major Vendor,JF,JF,Ultimate Blue Raspberry,Nomz,jf|ultimateblueraspberry
E-001320,ATF-01320,ATF,FJ,JF,Ultimate Blueberry,,jf|ultimateblueberry
E-001320,ATF-01320,Major Vendor,JF,JF,Ultimate Blueberry,Nomz,jf|ultimateblueberry
E-001321,ATF-01321,ATF,FJ,JF,Ultimate Brown Sugar,,jf|ultimatebrownsugar
E-001321,ATF-01321,Major Vendor,JF,JF,Ultimate Brown Sugar,Nomz,jf|ultimatebrownsugar
E-001322,ATF-01322,ATF,FJ,JF,Ultimate Cake Batter,,jf|ultimatecakebatter
E-001323,ATF-01323,ATF,FJ,JF,Ultimate Coconut Milk,,jf|ultimatecoconutmilk
E-001323,ATF-01323,Major Vendor,JF,JF,Ultimate Coconut Milk,Nomz,jf|ultimatecoconutmilk
E-001324,ATF-01324,ATF,FJ,JF,Ultimate French Vanilla,,jf|ultimatefrenchvanilla
E-001324,ATF-01324,Major Vendor,JF,JF,Ultimate French Vanilla,Nomz,jf|ultimatefrenchvanilla
E-001325,ATF-01325,ATF,FJ,JF,Ultimate Fuji Apple,,jf|ultimatefujiapple
E-001325,ATF-01325,Major Vendor,JF,JF,Ultimate Fuji Apple,Nomz,jf|ultimatefujiapple
E-001326,ATF-01326,ATF,FJ,JF,Ultimate Grape,,jf|ultimategrape
E-001326,ATF-01326,Major Vendor,JF,JF,Ultimate Grape,Nomz,jf|ultimategrape
E-001327,ATF-01327,ATF,FJ,JF,Ultimate Grape Tutti Frutti,,jf|ultimategrapetuttifrutti
E-001327,ATF-01327,Major Vendor,JF,JF,Ultimate Grape Tutti Frutti,Nomz,jf|ultimategrapetuttifrutti
E-001328,ATF-01328,ATF,FJ,JF,Ultimate Lemon,,jf|ultimatelemon
E-001329,ATF-01329,ATF,FJ,JF,Ultimate Mango,,jf|ultimatemango
E-001329,ATF-01329,Major Vendor,JF,JF,Ultimate Mango,Nomz,jf|ultimatemango
E-001330,ATF-01330,ATF,FJ,JF,Ultimate Passionfruit,,jf|ultimatepassionfruit
E-001330,ATF-01330,Major Vendor,JF,JF,Ultimate Passionfruit,Nomz,jf|ultimatepassionfruit
E-001331,ATF-01331,ATF,FJ,JF,Ultimate Peach,,jf|ultimatepeach
E-001331,ATF-01331,Major Vendor,JF,JF,Ultimate Peach,Nomz,jf|ultimatepeach
E-001332,ATF-01332,ATF,FJ,JF,Ultimate Pineapple,,jf|ultimatepineapple
E-001332,ATF-01332,Major Vendor,JF,JF,Ultimate Pineapple,Nomz,jf|ultimatepineapple
E-001333,ATF-01333,ATF,FJ,JF,Ultimate Pink Burst,,jf|ultimatepinkburst
E-001333,ATF-01333,Major Vendor,JF,JF,Ultimate Pink Burst,Nomz,jf|ultimatepinkburst
E-001334,ATF-01334,ATF,FJ,JF,Ultimate Pink Grapefruit,,jf|ultimatepinkgrapefruit
E-001334,ATF-01334,Major Vendor,JF,JF,Ultimate Pink Grapefruit,Nomz,jf|ultimatepinkgrapefruit
E-001335,ATF-01335,ATF,FJ,JF,Ultimate RY4 Double,,jf|ultimatery4double
E-001335,ATF-01335,Major Vendor,JF,JF,Ultimate RY4 Double,Nomz,jf|ultimatery4double
E-001336,ATF-01336,ATF,FJ,JF,Ultimate Strawberry Tutti Frutti,,jf|ultimatestrawberrytuttifrutti
E-001336,ATF-01336,Major Vendor,JF,JF,Ultimate Strawberry Tutti Frutti,Nomz,jf|ultimatestrawberrytuttifrutti
E-001337,ATF-01337,ATF,FJ,JF,Ultimate Sweet Strawberry,,jf|ultimatesweetstrawberry
E-001337,ATF-01337,Major Vendor,JF,JF,Ultimate Sweet Strawberry,Nomz,jf|ultimatesweetstrawberry
E-001338,ATF-01338,ATF,FJ,JF,Ultimate Tutti Frutti,,jf|ultimatetuttifrutti
E-001338,ATF-01338,Major Vendor,JF,JF,Ultimate Tutti Frutti,Nomz,jf|ultimatetuttifrutti
E-001339,ATF-01339,ATF,FJ,JF,Ultimate Vanilla Custard,,jf|ultimatevanillacustard
E-001340,ATF-01340,ATF,FJ,JF,Ultimate Watermelon,,jf|ultimatewatermelon
E-001340,ATF-01340,Major Vendor,JF,JF,Ultimate Watermelon,Nomz,jf|ultimatewatermelon
E-001341,ATF-01341,ATF,FJ,JF,Ultimate White Chocolate Mint,,jf|ultimatewhitechocolatemint
E-001341,ATF-01341,Major Vendor,JF,JF,Ultimate White Chocolate Mint,Nomz,jf|ultimatewhitechocolatemint
E-001342,ATF-01342,ATF,FJ,JF,Ultimate Yellow Cake,,jf|ultimateyellowcake
E-001342,ATF-01342,Major Vendor,JF,JF,Ultimate Yellow Cake,Nomz,jf|ultimateyellowcake
E-001343,ATF-01343,ATF,FJ,JF,Vanilla Madness,,jf|vanillamadness
E-001344,ATF-01344,ATF,FLV,FLV,Acai,,flv|acai
E-001344,ATF-01344,Major Vendor,FLV,FLV,Acai Berry,DIY eJuice,flv|acaiberry
E-001345,ATF-01345,ATF,FLV,FLV,Alpine Strawberry,,flv|alpinestrawberry
E-001345,ATF-01345,Major Vendor,FLV,FLV,Alpine Strawberry,Bull City,flv|alpinestrawberry
E-001345,ATF-01345,Major Vendor,FLV,FLV,Alpine Strawberry,DIY eJuice,flv|alpinestrawberry
E-001345,ATF-01345,Major Vendor,FLV,FLV,Alpine Strawberry,Nomz,flv|alpinestrawberry
E-001346,ATF-01346,ATF,FLV,FLV,Amaretto Sour,,flv|amarettosour
E-001346,ATF-01346,Major Vendor,FLV,FLV,Amaretto Sour,DIY eJuice,flv|amarettosour
E-001347,ATF-01347,ATF,FLV,FLV,Apple,,flv|apple
E-001347,ATF-01347,Major Vendor,FLV,FLV,Apple,DIY eJuice,flv|apple
E-001348,ATF-01348,ATF,FLV,FLV,Apple Cider,,flv|applecider
E-001348,ATF-01348,Major Vendor,FLV,FLV,Apple Cider,DIY eJuice,flv|applecider
E-001349,ATF-01349,ATF,FLV,FLV,Apple Cranberry,,flv|applecranberry
E-001349,ATF-01349,Major Vendor,FLV,FLV,Apple Cranberry,DIY eJuice,flv|applecranberry
E-001350,ATF-01350,ATF,FLV,FLV,Apple Filling,,flv|applefilling
E-001350,ATF-01350,Major Vendor,FLV,FLV,Apple Filling,Bull City,flv|applefilling
E-001350,ATF-01350,Major Vendor,FLV,FLV,Apple Filling,DIY eJuice,flv|applefilling
E-001350,ATF-01350,Major Vendor,FLV,FLV,Apple Filling,Nomz,flv|applefilling
E-001351,ATF-01351,ATF,FLV,FLV,Apple Pop,,flv|applepop
E-001351,ATF-01351,Major Vendor,FLV,FLV,Apple Pop,DIY eJuice,flv|applepop
E-001352,ATF-01352,ATF,FLV,FLV,Apple Razz,,flv|applerazz
E-001352,ATF-01352,Major Vendor,FLV,FLV,Apple Razz,Bull City,flv|applerazz
E-001352,ATF-01352,Major Vendor,FLV,FLV,Apple Raz,DIY eJuice,flv|appleraz
E-001353,ATF-01353,ATF,FLV,FLV,Apricot,,flv|apricot
E-001353,ATF-01353,Major Vendor,FLV,FLV,Apricot,DIY eJuice,flv|apricot
E-001354,ATF-01354,ATF,FLV,FLV,Arabian Tobacco,,flv|arabiantobacco
E-001354,ATF-01354,Major Vendor,FLV,FLV,Arabian Tobacco,DIY eJuice,flv|arabiantobacco
E-001355,ATF-01355,ATF,FLV,FLV,Avocado,,flv|avocado
E-001355,ATF-01355,Major Vendor,FLV,FLV,Avocado,DIY eJuice,flv|avocado
E-001356,ATF-01356,ATF,FLV,FLV,Back Bar Bitters,,flv|backbarbitters
E-001356,ATF-01356,Major Vendor,FLV,FLV,Back Bar Bitters,DIY eJuice,flv|backbarbitters
E-001357,ATF-01357,ATF,FLV,FLV,Banana,,flv|banana
E-001357,ATF-01357,Major Vendor,FLV,FLV,Banana,Bull City,flv|banana
E-001357,ATF-01357,Major Vendor,FLV,FLV,Banana,DIY eJuice,flv|banana
E-001358,ATF-01358,ATF,FLV,FLV,Basil,,flv|basil
E-001358,ATF-01358,Major Vendor,FLV,FLV,Basil,DIY eJuice,flv|basil
E-001359,ATF-01359,ATF,FLV,FLV,Beer Nuts,,flv|beernuts
E-001359,ATF-01359,Major Vendor,FLV,FLV,Beer Nuts,DIY eJuice,flv|beernuts
E-001359,ATF-01359,Major Vendor,FLV,FLV,Beer Nuts,Nomz,flv|beernuts
E-001360,ATF-01360,ATF,FLV,FLV,Berry Blend,,flv|berryblend
E-001360,ATF-01360,Major Vendor,FLV,FLV,Berry Blend,Bull City,flv|berryblend
E-001360,ATF-01360,Major Vendor,FLV,FLV,Berry Blend,DIY eJuice,flv|berryblend
E-001360,ATF-01360,Major Vendor,FLV,FLV,Berry Blend,Nomz,flv|berryblend
E-001361,ATF-01361,ATF,FLV,FLV,Berry Cheesecake,,flv|berrycheesecake
E-001361,ATF-01361,Major Vendor,FLV,FLV,Berry Cheesecake,DIY eJuice,flv|berrycheesecake
E-001362,ATF-01362,ATF,FLV,FLV,Bing Cherry,,flv|bingcherry
E-001363,ATF-01363,ATF,FLV,FLV,Biscotti,,flv|biscotti
E-001363,ATF-01363,Major Vendor,FLV,FLV,Biscotti,DIY eJuice,flv|biscotti
E-001364,ATF-01364,ATF,FLV,FLV,Black Cherry,,flv|blackcherry
E-001364,ATF-01364,Major Vendor,FLV,FLV,Black Cherry,DIY eJuice,flv|blackcherry
E-001365,ATF-01365,ATF,FLV,FLV,Black Currant,,flv|blackcurrant
E-001365,ATF-01365,Major Vendor,FLV,FLV,Black Currant,DIY eJuice,flv|blackcurrant
E-001366,ATF-01366,ATF,FLV,FLV,Black tea,,flv|blacktea
E-001366,ATF-01366,Major Vendor,FLV,FLV,Black Tea,DIY eJuice,flv|blacktea
E-001367,ATF-01367,ATF,FLV,FLV,Blackberry,,flv|blackberry
E-001367,ATF-01367,Major Vendor,FLV,FLV,Blackberry,Bull City,flv|blackberry
E-001367,ATF-01367,Major Vendor,FLV,FLV,Blackberry,DIY eJuice,flv|blackberry
E-001368,ATF-01368,ATF,FLV,FLV,Blackberry Blossom,,flv|blackberryblossom
E-001368,ATF-01368,Major Vendor,FLV,FLV,Blackberry Blossom,DIY eJuice,flv|blackberryblossom
E-001369,ATF-01369,ATF,FLV,FLV,Blood Orange,,flv|bloodorange
E-001369,ATF-01369,Major Vendor,FLV,FLV,Blood Orange,Bull City,flv|bloodorange
E-001369,ATF-01369,Major Vendor,FLV,FLV,Blood Orange,DIY eJuice,flv|bloodorange
E-001369,ATF-01369,Major Vendor,FLV,FLV,Blood Orange,Nomz,flv|bloodorange
E-001370,ATF-01370,ATF,FLV,FLV,Blue Raz,,flv|blueraz
E-001370,ATF-01370,Major Vendor,FLV,FLV,Blue Raz,Bull City,flv|blueraz
E-001370,ATF-01370,Major Vendor,FLV,FLV,Blue Raz,DIY eJuice,flv|blueraz
E-001370,ATF-01370,Major Vendor,FLV,FLV,Blue Raz,Nomz,flv|blueraz
E-001371,ATF-01371,ATF,FLV,FLV,Blueberry,,flv|blueberry
E-001371,ATF-01371,Major Vendor,FLV,FLV,Blueberry,Bull City,flv|blueberry
E-001371,ATF-01371,Major Vendor,FLV,FLV,Blueberry,DIY eJuice,flv|blueberry
E-001371,ATF-01371,Major Vendor,FLV,FLV,Blueberry,Nomz,flv|blueberry
E-001372,ATF-01372,ATF,FLV,FLV,Blueberry Muffin,,flv|blueberrymuffin
E-001372,ATF-01372,Major Vendor,FLV,FLV,Blueberry Muffin,Bull City,flv|blueberrymuffin
E-001372,ATF-01372,Major Vendor,FLV,FLV,Blueberry Muffin,DIY eJuice,flv|blueberrymuffin
E-001372,ATF-01372,Major Vendor,FLV,FLV,Blueberry Muffin,Nomz,flv|blueberrymuffin
E-001373,ATF-01373,ATF,FLV,FLV,Bourbon,,flv|bourbon
E-001373,ATF-01373,Major Vendor,FLV,FLV,Bourbon,Bull City,flv|bourbon
E-001373,ATF-01373,Major Vendor,FLV,FLV,Bourbon,DIY eJuice,flv|bourbon
E-001374,ATF-01374,ATF,FLV,FLV,Boysenberry,,flv|boysenberry
E-001374,ATF-01374,Major Vendor,FLV,FLV,Boysenberry,Bull City,flv|boysenberry
E-001374,ATF-01374,Major Vendor,FLV,FLV,Boysenberry,DIY eJuice,flv|boysenberry
E-001374,ATF-01374,Major Vendor,FLV,FLV,Boysenberry,Nomz,flv|boysenberry
E-001375,ATF-01375,ATF,FLV,FLV,Brie Cheese,,flv|briecheese
E-001376,ATF-01376,ATF,FLV,FLV,Brulee,,flv|brulee
E-001376,ATF-01376,Major Vendor,FLV,FLV,Brulee,DIY eJuice,flv|brulee
E-001377,ATF-01377,ATF,FLV,FLV,Brut Bubble Wine,,flv|brutbubblewine
E-001377,ATF-01377,Major Vendor,FLV,FLV,Brut Bubble Wine,DIY eJuice,flv|brutbubblewine
E-001378,ATF-01378,ATF,FLV,FLV,Bubble Gum,,flv|bubblegum
E-001378,ATF-01378,Major Vendor,FLV,FLV,Bubble Gum,Bull City,flv|bubblegum
E-001378,ATF-01378,Major Vendor,FLV,FLV,Bubblegum,DIY eJuice,flv|bubblegum
E-001378,ATF-01378,Major Vendor,FLV,FLV,Bubble Gum,Nomz,flv|bubblegum
E-001379,ATF-01379,ATF,FLV,FLV,Butterscotch,,flv|butterscotch
E-001379,ATF-01379,Major Vendor,FLV,FLV,Butterscotch,Bull City,flv|butterscotch
E-001379,ATF-01379,Major Vendor,FLV,FLV,Butterscotch,DIY eJuice,flv|butterscotch
E-001379,ATF-01379,Major Vendor,FLV,FLV,Butterscotch,Nomz,flv|butterscotch
E-001380,ATF-01380,ATF,FLV,FLV,Cactus Aloe,,flv|cactusaloe
E-001380,ATF-01380,Major Vendor,FLV,FLV,Cactus Aloe,Bull City,flv|cactusaloe
E-001380,ATF-01380,Major Vendor,FLV,FLV,Cactus Aloe,DIY eJuice,flv|cactusaloe
E-001381,ATF-01381,ATF,FLV,FLV,Cactus Apple,,flv|cactusapple
E-001381,ATF-01381,Major Vendor,FLV,FLV,Cactus Apple,DIY eJuice,flv|cactusapple
E-001382,ATF-01382,ATF,FLV,FLV,Candied Blueberry,,flv|candiedblueberry
E-001382,ATF-01382,Major Vendor,FLV,FLV,Candied Blueberry,DIY eJuice,flv|candiedblueberry
E-001382,ATF-01382,Major Vendor,FLV,FLV,Candied Blueberry,Nomz,flv|candiedblueberry
E-001383,ATF-01383,ATF,FLV,FLV,Candy Roll,,flv|candyroll
E-001383,ATF-01383,Major Vendor,FLV,FLV,Candy Roll,Bull City,flv|candyroll
E-001383,ATF-01383,Major Vendor,FLV,FLV,Candy Roll,DIY eJuice,flv|candyroll
E-001384,ATF-01384,ATF,FLV,FLV,Cantaloupe,,flv|cantaloupe
E-001384,ATF-01384,Major Vendor,FLV,FLV,Cantaloupe,Bull City,flv|cantaloupe
E-001384,ATF-01384,Major Vendor,FLV,FLV,Cantaloupe,DIY eJuice,flv|cantaloupe
E-001385,ATF-01385,ATF,FLV,FLV,Caramel,,flv|caramel
E-001385,ATF-01385,Major Vendor,FLV,FLV,Caramel,Bull City,flv|caramel
E-001385,ATF-01385,Major Vendor,FLV,FLV,Caramel,DIY eJuice,flv|caramel
E-001385,ATF-01385,Major Vendor,FLV,FLV,Caramel,Nomz,flv|caramel
E-001386,ATF-01386,ATF,FLV,FLV,Carrot,,flv|carrot
E-001386,ATF-01386,Major Vendor,FLV,FLV,Carrot,DIY eJuice,flv|carrot
E-001387,ATF-01387,ATF,FLV,FLV,Cavendish,,flv|cavendish
E-001387,ATF-01387,Major Vendor,FLV,FLV,Cavendish,Bull City,flv|cavendish
E-001387,ATF-01387,Major Vendor,FLV,FLV,Cavendish,DIY eJuice,flv|cavendish
E-001388,ATF-01388,ATF,FLV,FLV,Chai Spice,,flv|chaispice
E-001388,ATF-01388,Major Vendor,FLV,FLV,Chai Spice,Bull City,flv|chaispice
E-001388,ATF-01388,Major Vendor,FLV,FLV,Chai Spice,DIY eJuice,flv|chaispice
E-001389,ATF-01389,ATF,FLV,FLV,Chaw,,flv|chaw
E-001390,ATF-01390,ATF,FLV,FLV,Cheesecake,,flv|cheesecake
E-001390,ATF-01390,Major Vendor,FLV,FLV,Cheesecake,DIY eJuice,flv|cheesecake
E-001391,ATF-01391,ATF,FLV,FLV,Cherimoya,,flv|cherimoya
E-001391,ATF-01391,Major Vendor,FLV,FLV,Cherimoya,DIY eJuice,flv|cherimoya
E-001392,ATF-01392,ATF,FLV,FLV,Cherry Blossom,,flv|cherryblossom
E-001393,ATF-01393,ATF,FLV,FLV,Cherry Filling,,flv|cherryfilling
E-001393,ATF-01393,Major Vendor,FLV,FLV,Cherry Filling,DIY eJuice,flv|cherryfilling
E-001394,ATF-01394,ATF,FLV,FLV,Chocolate Deutsch,,flv|chocolatedeutsch
E-001394,ATF-01394,Major Vendor,FLV,FLV,Chocolate Deutch,DIY eJuice,flv|chocolatedeutch
E-001395,ATF-01395,ATF,FLV,FLV,Cinnamon Crunch,,flv|cinnamoncrunch
E-001395,ATF-01395,Major Vendor,FLV,FLV,Cinnamon Crunch,Bull City,flv|cinnamoncrunch
E-001395,ATF-01395,Major Vendor,FLV,FLV,Cinnamon Crunch,DIY eJuice,flv|cinnamoncrunch
E-001396,ATF-01396,ATF,FLV,FLV,Cinnamon Roll,,flv|cinnamonroll
E-001396,ATF-01396,Major Vendor,FLV,FLV,Cinnamon Roll,DIY eJuice,flv|cinnamonroll
E-001397,ATF-01397,ATF,FLV,FLV,Citrus Soda,,flv|citrussoda
E-001397,ATF-01397,Major Vendor,FLV,FLV,Citrus Soda,Bull City,flv|citrussoda
E-001397,ATF-01397,Major Vendor,FLV,FLV,Citrus Soda,DIY eJuice,flv|citrussoda
E-001397,ATF-01397,Major Vendor,FLV,FLV,Citrus Soda,Nomz,flv|citrussoda
E-001398,ATF-01398,ATF,FLV,FLV,Classic Cigarette,,flv|classiccigarette
E-001398,ATF-01398,Major Vendor,FLV,FLV,Classic Cigarette Flavoring,Bull City,flv|classiccigaretteflavoring
E-001398,ATF-01398,Major Vendor,FLV,FLV,Classic Cigarette,DIY eJuice,flv|classiccigarette
E-001399,ATF-01399,ATF,FLV,FLV,Clove,,flv|clove
E-001400,ATF-01400,ATF,FLV,FLV,Coconut,,flv|coconut
E-001400,ATF-01400,Major Vendor,FLV,FLV,Coconut,DIY eJuice,flv|coconut
E-001401,ATF-01401,ATF,FLV,FLV,Coffee,,flv|coffee
E-001401,ATF-01401,Major Vendor,FLV,FLV,Coffee,DIY eJuice,flv|coffee
E-001402,ATF-01402,ATF,FLV,FLV,Cola,,flv|cola
E-001402,ATF-01402,Major Vendor,FLV,FLV,Cola,DIY eJuice,flv|cola
E-001403,ATF-01403,ATF,FLV,FLV,Commercial Cigarette,,flv|commercialcigarette
E-001403,ATF-01403,Major Vendor,FLV,FLV,Commercial Cigarette Flavoring,Bull City,flv|commercialcigaretteflavoring
E-001403,ATF-01403,Major Vendor,FLV,FLV,Commercial Cigarette,DIY eJuice,flv|commercialcigarette
E-001403,ATF-01403,Major Vendor,FLV,FLV,Commercial Cigarette,Nomz,flv|commercialcigarette
E-001404,ATF-01404,ATF,FLV,FLV,Connecticut Shade,,flv|connecticutshade
E-001404,ATF-01404,Major Vendor,FLV,FLV,Connecticut Shade,Bull City,flv|connecticutshade
E-001404,ATF-01404,Major Vendor,FLV,FLV,Connecticut Shade,DIY eJuice,flv|connecticutshade
E-001405,ATF-01405,ATF,FLV,FLV,Cookie,,flv|cookie
E-001405,ATF-01405,Major Vendor,FLV,FLV,Cookie,Bull City,flv|cookie
E-001405,ATF-01405,Major Vendor,FLV,FLV,Cookie,DIY eJuice,flv|cookie
E-001406,ATF-01406,ATF,FLV,FLV,Cookie Dough,,flv|cookiedough
E-001406,ATF-01406,Major Vendor,FLV,FLV,Cookie Dough,Bull City,flv|cookiedough
E-001406,ATF-01406,Major Vendor,FLV,FLV,Cookie Dough,DIY eJuice,flv|cookiedough
E-001406,ATF-01406,Major Vendor,FLV,FLV,Cookie Dough,Nomz,flv|cookiedough
E-001407,ATF-01407,ATF,FLV,FLV,Cool Menthol,,flv|coolmenthol
E-001407,ATF-01407,Major Vendor,FLV,FLV,Cool Menthol,Bull City,flv|coolmenthol
E-001407,ATF-01407,Major Vendor,FLV,FLV,Cool Menthol,DIY eJuice,flv|coolmenthol
E-001408,ATF-01408,ATF,FLV,FLV,Coolcumber,,flv|coolcumber
E-001408,ATF-01408,Major Vendor,FLV,FLV,Coolcumber,Bull City,flv|coolcumber
E-001408,ATF-01408,Major Vendor,FLV,FLV,Coolcumber,Nomz,flv|coolcumber
E-001409,ATF-01409,ATF,FLV,FLV,Cotton Candy,,flv|cottoncandy
E-001409,ATF-01409,Major Vendor,FLV,FLV,Cotton Candy,Bull City,flv|cottoncandy
E-001409,ATF-01409,Major Vendor,FLV,FLV,Cotton Candy,DIY eJuice,flv|cottoncandy
E-001410,ATF-01410,ATF,FLV,FLV,Cranberry,,flv|cranberry
E-001410,ATF-01410,Major Vendor,FLV,FLV,Cranberry,Bull City,flv|cranberry
E-001410,ATF-01410,Major Vendor,FLV,FLV,Cranberry,DIY eJuice,flv|cranberry
E-001411,ATF-01411,ATF,FLV,FLV,Cream,,flv|cream
E-001411,ATF-01411,Major Vendor,FLV,FLV,Cream,Bull City,flv|cream
E-001411,ATF-01411,Major Vendor,FLV,FLV,Cream,DIY eJuice,flv|cream
E-001411,ATF-01411,Major Vendor,FLV,FLV,Cream,Nomz,flv|cream
E-001412,ATF-01412,ATF,FLV,FLV,Cream and Cookies,,flv|creamandcookies
E-001412,ATF-01412,Major Vendor,FLV,FLV,Cream and Cookies,DIY eJuice,flv|creamandcookies
E-001413,ATF-01413,ATF,FLV,FLV,Creamsicle,,flv|creamsicle
E-001413,ATF-01413,Major Vendor,FLV,FLV,Creamsicle,Bull City,flv|creamsicle
E-001413,ATF-01413,Major Vendor,FLV,FLV,Creamsicle,DIY eJuice,flv|creamsicle
E-001413,ATF-01413,Major Vendor,FLV,FLV,Creamsicle,Nomz,flv|creamsicle
E-001414,ATF-01414,ATF,FLV,FLV,Creme De Menthe,,flv|cremedementhe
E-001414,ATF-01414,Major Vendor,FLV,FLV,Creme De Menthe,Bull City,flv|cremedementhe
E-001414,ATF-01414,Major Vendor,FLV,FLV,Creme De Menthe,DIY eJuice,flv|cremedementhe
E-001415,ATF-01415,ATF,FLV,FLV,Crispy Donut,,flv|crispydonut
E-001415,ATF-01415,Major Vendor,FLV,FLV,Crisp Donut,Bull City,flv|crispdonut
E-001415,ATF-01415,Major Vendor,FLV,FLV,Crispy Donut,DIY eJuice,flv|crispydonut
E-001415,ATF-01415,Major Vendor,FLV,FLV,Crispy Donut,Nomz,flv|crispydonut
E-001416,ATF-01416,ATF,FLV,FLV,Crunch Cereal,,flv|crunchcereal
E-001416,ATF-01416,Major Vendor,FLV,FLV,Crunch Cereal,DIY eJuice,flv|crunchcereal
E-001417,ATF-01417,ATF,FLV,FLV,Cucumber,,flv|cucumber
E-001417,ATF-01417,Major Vendor,FLV,FLV,Cucumber,DIY eJuice,flv|cucumber
E-001418,ATF-01418,ATF,FLV,FLV,Cupcake Batter,,flv|cupcakebatter
E-001418,ATF-01418,Major Vendor,FLV,FLV,Cupcake Batter,Bull City,flv|cupcakebatter
E-001418,ATF-01418,Major Vendor,FLV,FLV,Cupcake Batter,DIY eJuice,flv|cupcakebatter
E-001419,ATF-01419,ATF,FLV,FLV,Cured Tobacco,,flv|curedtobacco
E-001419,ATF-01419,Major Vendor,FLV,FLV,Cured Tob. Flavoring,Bull City,flv|curedtobflavoring
E-001419,ATF-01419,Major Vendor,FLV,FLV,Cured Tobacco,DIY eJuice,flv|curedtobacco
E-001419,ATF-01419,Major Vendor,FLV,FLV,Cured Tobacco,Nomz,flv|curedtobacco
E-001420,ATF-01420,ATF,FLV,FLV,Custard,,flv|custard
E-001420,ATF-01420,Major Vendor,FLV,FLV,Custard,DIY eJuice,flv|custard
E-001421,ATF-01421,ATF,FLV,FLV,Donuts,,flv|donuts
E-001421,ATF-01421,Major Vendor,FLV,FLV,Donuts,DIY eJuice,flv|donuts
E-001422,ATF-01422,ATF,FLV,FLV,Dragon Fruit,,flv|dragonfruit
E-001422,ATF-01422,Major Vendor,FLV,FLV,Dragon Fruit,DIY eJuice,flv|dragonfruit
E-001423,ATF-01423,ATF,FLV,FLV,Dulce De Leche,,flv|dulcedeleche
E-001423,ATF-01423,Major Vendor,FLV,FLV,Dulce De Leche,DIY eJuice,flv|dulcedeleche
E-001424,ATF-01424,ATF,FLV,FLV,Eggnog,,flv|eggnog
E-001424,ATF-01424,Major Vendor,FLV,FLV,Eggnog,Bull City,flv|eggnog
E-001424,ATF-01424,Major Vendor,FLV,FLV,Egg Nog,DIY eJuice,flv|eggnog
E-001424,ATF-01424,Major Vendor,FLV,FLV,Eggnog,Nomz,flv|eggnog
E-001425,ATF-01425,ATF,FLV,FLV,Eisai tea,,flv|eisaitea
E-001425,ATF-01425,Major Vendor,FLV,FLV,Eisai Tea,Bull City,flv|eisaitea
E-001425,ATF-01425,Major Vendor,FLV,FLV,Eisai Tea,DIY eJuice,flv|eisaitea
E-001426,ATF-01426,ATF,FLV,FLV,Elderflower,,flv|elderflower
E-001426,ATF-01426,Major Vendor,FLV,FLV,Elderflower,Bull City,flv|elderflower
E-001426,ATF-01426,Major Vendor,FLV,FLV,Elderflower,DIY eJuice,flv|elderflower
E-001427,ATF-01427,ATF,FLV,FLV,Energy Drink,,flv|energydrink
E-001427,ATF-01427,Major Vendor,FLV,FLV,Energy Drink,Bull City,flv|energydrink
E-001427,ATF-01427,Major Vendor,FLV,FLV,Energy Drink,DIY eJuice,flv|energydrink
E-001427,ATF-01427,Major Vendor,FLV,FLV,Energy Drink,Nomz,flv|energydrink
E-001428,ATF-01428,ATF,FLV,FLV,Fig,,flv|fig
E-001428,ATF-01428,Major Vendor,FLV,FLV,Fig,DIY eJuice,flv|fig
